pedido_id,cliente_id,categoria,produto,preco_unitario,quantidade,data_pedido,estado,canal_aquisicao,status_pedido,avaliacao
PED103576,CLI2720,Eletrônicos,Fone Bluetooth,118.64,3,15-02-2025,DF,E-mail Marketing,Entregue,
PED101050,CLI2428,Esporte,Kit Halteres,155.32,1,29-07-2025,PE,,Entregue,4.0
PED100169,CLI2234,Casa e Decoração,Luminária LED,61.92,5,2025-08-10,DF,,ENTREGUE,3.0
PED103897,CLI1814,Livros,Livro de Autoajuda,54.13,1,21/03/2025,PA,Orgânico,Entregue,5.0
PED101832,CLI1981,Beleza,Perfume,54.57,2,04-04-2025,PA,Orgânico,Entregue,2.0
PED102858,CLI1035,Beleza,Kit Skincare,83.58,1,2025-07-31,CE,,Entregue,5.0
PED103801,CLI2790,Esporte,Bicicleta Ergométrica,106.5,5,11/06/2025,CE,Orgânico,Em transporte,5.0
PED101271,CLI1846,Beleza,Base Líquida,39.75,1,2025-07-21,DF,Orgânico,Entregue,4.0
PED104109,CLI2088,Esporte,Garrafa Térmica,184.51,1,2025-02-11,BA,Orgânico,Entregue,5.0
PED100248,CLI2675,Casa e Decoração,Tapete  ,66.08,1,2025-07-06,BA,Indicação,Devolvido,3.0
PED102418,CLI2325,Beleza,Secador de Cabelo,67.7,2,04-08-2025,BA,Orgânico,Devolvido,
PED103237,CLI1659,Beleza,Protetor Solar,44.48,5,2025-11-25,SP,Orgânico,Entregue,5.0
PED102772,CLI2261,Esporte,Colchonete Yoga,106.18,1,22-04-2025,PA,Google Ads,Em transporte,1.0
PED101377,CLI1076,Beleza,Kit Skincare,57.12,2,20/02/2025,DF,,Em transporte,
PED103066,CLI1611,Moda,Jaqueta Jeans,50.51,2,21-05-2025,AM,,Cancelado,4.0
PED104113,CLI1642,Esporte,Bicicleta Ergométrica,147.29,2,17-09-2025,GO,Instagram Ads,Entregue,5.0
PED104163,CLI1629,Moda,Tênis Casual,58.45,2,2025-02-17,MG,Google Ads,entregue,4.0
PED104224,CLI1637,Moda,Camiseta Básica,47.73,1,24/01/2025,PE,Orgânico,Devolvido,5.0
PED100678,CLI1804,Moda,Boné,46.16,1,03/07/2025,CE,Indicação,Entregue,4.0
PED100899,CLI1220,Moda,Jaqueta Jeans,115.88,1,20-03-2025,SP,,Entregue,4.0
PED101299,CLI2105,Eletrônicos,Carregador USB-C,114.5,5,08-06-2025,SC,Google Ads,Em transporte,4.0
PED101081,CLI2926,Moda,Camiseta Básica,43.5,3,21-05-2025,GO,Google Ads,Entregue,5.0
PED101155,CLI2895,Casa e Decoração,Almofada  ,70.42,1,10/08/2025,PA,Orgânico,Entregue,5.0
PED104946,CLI1886,Esporte,Colchonete Yoga,108.52,1,20-05-2025,PR,,Em transporte,3.0
PED103097,CLI1873,Livros,Biografia  ,63.42,2,2025-06-03,SP,,Devolvido,4.0
PED103253,CLI2620,Beleza,Kit Skincare,71.12,1,08-10-2025,BA,Instagram Ads,Em transporte,1.0
PED104699,CLI2343,Livros,Biografia,28.07,1,13-03-2025,RS,Instagram Ads,Entregue,1.0
PED103655,CLI2549,Esporte,Bicicleta Ergométrica,120.78,1,2025-01-13,PR,Instagram Ads,Entregue,5.0
PED104615,CLI2688,Eletrônicos,Smartwatch,146.1,1,02-03-2025,AM,Instagram Ads,ENTREGUE,5.0
PED104405,CLI2577,Casa e Decoração,Vaso Decorativo,85.41,2,25-05-2025,PA,Instagram Ads,Entregue,
PED101004,CLI1191,Eletrônicos,Fone Bluetooth,101.11,2,2025-03-10,PR,,Entregue,5.0
PED100407,CLI1219,Beleza,Perfume,50.42,2,01-06-2025,PE,Orgânico,Entregue,4.0
PED101016,CLI1445,Moda,Boné,32.75,1,29-05-2025,SP,E-mail Marketing,Entregue,3.0
PED100544,CLI1811,Casa e Decoração,Tapete,89.7,2,13-09-2025,PR,Google Ads,entregue,
PED104184,CLI1466,Beleza,Protetor Solar,43.71,1,2025-04-20,RS,Instagram Ads,Entregue,5.0
PED102928,CLI1911,Livros,Livro de Autoajuda,34.08,1,24-02-2025,PA,Indicação,Entregue,5.0
PED101235,CLI1391,Esporte,Kit Halteres,88.16,1,15/06/2025,RS,Orgânico,Entregue,4.0
PED104093,CLI1645,Casa e Decoração,Vaso Decorativo,84.11,1,2025-05-26,PE,,Entregue,1.0
PED100457,CLI1073,Moda,Bermuda,62.33,1,30-03-2025,GO,Google Ads,Cancelado,4.0
PED100314,CLI2465,Moda,Bermuda,101.06,1,2025-08-13,AM,Google Ads,Em transporte,5.0
PED104681,CLI2959,Beleza,Base Líquida,41.33,1,10-04-2025,DF,Instagram Ads,Entregue,3.0
PED101807,CLI1646,Eletrônicos,Carregador USB-C,213.97,1,30-03-2025,SC,E-mail Marketing,entregue,
PED100560,CLI1736,Moda,Boné,113.11,1,2025-01-23,SC,Instagram Ads,Entregue,
PED102415,CLI1737,Casa e Decoração,Jogo de Panelas,84.62,1,13-11-2025,PE,,entregue,1.0
PED104446,CLI2982,Beleza,Perfume,47.5,1,07/06/2025,SP,Instagram Ads,Entregue,5.0
PED104067,CLI2753,Livros,Livro de Autoajuda  ,16.81,1,11-02-2025,AM,Indicação,Entregue,3.0
PED104659,CLI1069,Eletrônicos,Smartwatch,153.71,2,02/02/2025,PE,Instagram Ads,Entregue,5.0
PED102106,CLI1778,Casa e Decoração,Luminária LED,118.01,1,05/01/2025,DF,Indicação,Devolvido,5.0
PED102535,CLI1665,Livros,Romance Best-seller,31.47,5,2025-03-29,SC,Indicação,Entregue,
PED101074,CLI1278,Casa e Decoração,Vaso Decorativo,52.24,1,2025-10-31,SC,Orgânico,Entregue,5.0
PED104952,CLI2843,Casa e Decoração,Vaso Decorativo,49.39,1,2025-01-12,RJ,Orgânico,Cancelado,
PED103969,CLI1997,Esporte,Colchonete Yoga,121.25,3,05/12/2025,AM,Instagram Ads,Em transporte,4.0
PED102736,CLI1945,Casa e Decoração,Luminária LED,114.67,1,17-07-2025,SC,Instagram Ads,Devolvido,
PED104557,CLI1079,Eletrônicos,Carregador USB-C,199.97,1,27-03-2025,BA,Instagram Ads,Entregue,4.0
PED102605,CLI2152,Esporte,Garrafa Térmica,144.88,1,02-05-2025,PE,Instagram Ads,Devolvido,5.0
PED100123,CLI2654,Beleza,Protetor Solar,56.31,1,08-06-2025,PA,Instagram Ads,Entregue,2.0
PED104892,CLI1228,Casa e Decoração,Luminária LED,101.99,2,24-02-2025,PE,Orgânico,Entregue,4.0
PED101851,CLI1137,Casa e Decoração,Luminária LED,63.7,1,24-05-2025,GO,Indicação,Entregue,
PED100348,CLI2895,Beleza,Perfume,94.97,1,12-03-2025,AM,Google Ads,Entregue,5.0
PED102850,CLI2328,Livros,Quadrinhos,57.99,1,2025-02-23,SP,Instagram Ads,Entregue,5.0
PED101924,CLI1402,Beleza,Perfume,53.62,3,09-05-2025,PA,Instagram Ads,Em transporte,5.0
PED101666,CLI1472,Moda,Tênis Casual,108.31,1,18-06-2025,PE,,Entregue,1.0
PED104232,CLI1497,Casa e Decoração,Almofada,63.14,2,2025-07-24,AM,Orgânico,Em transporte,5.0
PED102399,CLI1732,Moda,Boné,96.48,2,01-02-2025,BA,Indicação,Entregue,5.0
PED100600,CLI1581,Livros,Romance Best-seller,34.57,1,31-07-2025,AM,Instagram Ads,entregue,5.0
PED101373,CLI2604,Livros,Livro de Autoajuda,23.69,5,23-01-2025,PE,Google Ads,Entregue,
PED101427,CLI2180,Esporte,Tênis de Corrida,163.22,1,12-05-2025,RJ,Instagram Ads,Entregue,3.0
PED103242,CLI2523,Esporte,Colchonete Yoga,106.1,1,26-03-2025,SP,Instagram Ads,Entregue,4.0
PED103541,CLI1975,Casa e Decoração,Tapete,76.7,1,27-05-2025,PA,Instagram Ads,Entregue,2.0
PED101333,CLI1940,Moda,Boné,111.15,1,23/06/2025,RJ,Orgânico,Em transporte,5.0
PED103230,CLI1926,Casa e Decoração,Jogo de Panelas,88.21,1,19-03-2025,RJ,Google Ads,Em transporte,5.0
PED101463,CLI1053,Eletrônicos,Smartwatch,90.87,1,25-06-2025,CE,Instagram Ads,entregue,4.0
PED102804,CLI1044,Casa e Decoração,Tapete,44.27,1,2025-04-12,BA,Orgânico,Em transporte,4.0
PED102043,CLI1760,Beleza,Protetor Solar,50.53,1,15-02-2025,CE,Google Ads,Entregue,5.0
PED102385,CLI2342,Livros,Quadrinhos,54.58,1,11-06-2025,RS,Orgânico,Entregue,1.0
PED103522,CLI1769,Beleza,Base Líquida,65.62,1,16-01-2025,RS,Orgânico,Entregue,3.0
PED102762,CLI1424,Eletrônicos,Smartwatch,181.63,2,17-02-2025,GO,Google Ads,Em transporte,
PED100694,CLI1185,Casa e Decoração,Tapete,61.07,1,2025-06-30,MG,Instagram Ads,Entregue,1.0
PED102645,CLI2272,Esporte,Garrafa Térmica,155.62,1,18-06-2025,PA,Google Ads,Cancelado,5.0
PED100098,CLI1244,Moda,Tênis Casual,92.22,3,23-09-2025,SP,Google Ads,Entregue,5.0
PED101533,CLI1398,Beleza,Protetor Solar  ,98.12,1,18-02-2025,CE,Instagram Ads,Em transporte,
PED104731,CLI1884,Moda,Camiseta Básica  ,112.43,1,20-05-2025,DF,Instagram Ads,entregue,5.0
PED104247,CLI2885,Casa e Decoração,Almofada,137.6,1,10/01/2025,PA,Google Ads,Entregue,4.0
PED104854,CLI1841,Eletrônicos,Smartwatch,169.84,1,30-01-2025,DF,Orgânico,Entregue,4.0
PED100958,CLI1347,Casa e Decoração,Jogo de Panelas,97.36,1,2025-01-07,PR,Google Ads,entregue,
PED103784,CLI1683,Beleza,Secador de Cabelo,74.43,1,21-01-2025,RS,,Entregue,4.0
PED100573,CLI2814,Esporte,Garrafa Térmica,114.01,1,04-03-2025,RS,,Em transporte,5.0
PED102719,CLI2139,Moda,Jaqueta Jeans,113.27,3,11-08-2025,MG,E-mail Marketing,Entregue,4.0
PED102457,CLI1292,Esporte,Tênis de Corrida,94.83,1,2025-09-22,SC,Instagram Ads,entregue,5.0
PED100219,CLI1638,Livros,Biografia,49.7,2,2025-01-07,BA,Google Ads,ENTREGUE,3.0
PED102369,CLI1229,Casa e Decoração,Almofada,59.77,1,2025-06-04,MG,Orgânico,Entregue,4.0
PED101807,CLI1646,Eletrônicos,Carregador USB-C,213.97,1,30-03-2025,SC,E-mail Marketing,entregue,
PED100823,CLI2127,Esporte,Bicicleta Ergométrica,103.45,1,12-04-2025,RS,Instagram Ads,Cancelado,3.0
PED103928,CLI1961,Moda,Camiseta Básica,70.42,2,17/03/2025,PA,Instagram Ads,Em transporte,
PED102088,CLI1951,Esporte,Bicicleta Ergométrica,138.81,2,2025-04-12,PE,Instagram Ads,Entregue,3.0
PED103195,CLI1699,Esporte,Bicicleta Ergométrica,107.24,1,07/05/2025,BA,Instagram Ads,Em transporte,2.0
PED102776,CLI1176,Livros,Biografia,49.44,1,29-07-2025,RS,Orgânico,Entregue,5.0
PED102573,CLI1670,Moda,Bermuda,81.88,1,2025-04-05,PR,,Entregue,2.0
PED100496,CLI1485,Beleza,Perfume,76.13,2,2025-04-21,PE,Instagram Ads,Entregue,
PED104005,CLI1544,Casa e Decoração,Almofada,90.29,1,02-07-2025,BA,Google Ads,Entregue,4.0
PED102720,CLI1136,Beleza,Base Líquida,51.59,1,07-11-2025,RS,,Entregue,
PED102640,CLI2095,Eletrônicos,Smartwatch,82.72,5,04-12-2025,DF,Instagram Ads,Devolvido,4.0
PED103921,CLI2171,Casa e Decoração,Vaso Decorativo,117.65,1,11-01-2025,PR,Orgânico,Em transporte,2.0
PED103871,CLI2091,Esporte,Bicicleta Ergométrica,91.99,2,03-03-2025,RJ,Instagram Ads,Entregue,5.0
PED104925,CLI1412,Eletrônicos,Mouse Gamer,218.8,1,2025-08-12,DF,Orgânico,Em transporte,1.0
PED101714,CLI2205,Beleza,Kit Skincare,67.73,1,2025-08-07,BA,Instagram Ads,ENTREGUE,5.0
PED103417,CLI2432,Casa e Decoração,Vaso Decorativo,49.41,5,02-04-2025,RJ,Google Ads,Cancelado,2.0
PED102147,CLI2690,Beleza,Perfume,65.21,2,2025-05-02,BA,Indicação,Devolvido,
PED102488,CLI2702,Eletrônicos,Carregador USB-C,198.31,2,2025-01-16,RS,Instagram Ads,Em transporte,3.0
PED101045,CLI2109,Esporte,Kit Halteres,96.64,2,01-03-2025,PR,Orgânico,Devolvido,1.0
PED101342,CLI2702,Esporte,Bicicleta Ergométrica,117.18,1,2025-09-15,RJ,Instagram Ads,Em transporte,4.0
PED102463,CLI1674,Livros,Quadrinhos,41.0,1,25-09-2025,RS,Orgânico,Entregue,5.0
PED102756,CLI2072,Casa e Decoração,Jogo de Panelas,49.81,1,01-01-2025,PA,Instagram Ads,Entregue,
PED102340,CLI1313,Eletrônicos,Caixa de Som,201.91,1,2025-01-20,AM,Orgânico,Cancelado,4.0
PED103492,CLI1897,Livros,Livro Técnico,23.48,1,08-10-2025,MG,Google Ads,Entregue,5.0
PED100645,CLI2027,Esporte,Bicicleta Ergométrica,97.78,5,2025-02-07,DF,Indicação,Em transporte,5.0
PED100623,CLI2186,Esporte,Colchonete Yoga,135.03,1,15-05-2025,SP,Indicação,Entregue,5.0
PED104728,CLI2524,Casa e Decoração,Luminária LED,47.47,2,13-01-2025,DF,E-mail Marketing,entregue,
PED102015,CLI2996,Esporte,Garrafa Térmica,152.97,1,05-03-2025,SC,Google Ads,Em transporte,1.0
PED101693,CLI1165,Livros,Biografia,62.13,1,27/07/2025,GO,Indicação,ENTREGUE,5.0
PED102671,CLI1323,Eletrônicos,Carregador USB-C,177.8,1,06-04-2025,MG,E-mail Marketing,Em transporte,4.0
PED104945,CLI1079,Eletrônicos,Fone Bluetooth,106.52,1,13-03-2025,MG,Indicação,Entregue,2.0
PED100566,CLI1325,Esporte,Garrafa Térmica,163.51,2,27-03-2025,SP,,Em transporte,4.0
PED101548,CLI2040,Beleza,Secador de Cabelo,55.17,1,07-02-2025,GO,Orgânico,Entregue,3.0
PED101042,CLI1343,Livros,Livro Técnico,44.99,1,2025-05-24,GO,E-mail Marketing,Entregue,4.0
PED100779,CLI2104,Beleza,Perfume,30.94,1,21/10/2025,SC,Orgânico,Entregue,4.0
PED100689,CLI1565,Eletrônicos,Fone Bluetooth,133.75,1,04-05-2025,SC,Orgânico,Entregue,
PED102365,CLI2474,Eletrônicos,Smartwatch,118.23,2,2025-02-11,PA,Instagram Ads,Entregue,5.0
PED102837,CLI2080,Esporte,Garrafa Térmica,135.55,1,10-01-2025,PA,Instagram Ads,Cancelado,5.0
PED104600,CLI2384,Moda,Bermuda,32.85,3,14-01-2025,SP,Orgânico,Entregue,3.0
PED103399,CLI1581,Beleza,Protetor Solar,25.38,1,15/01/2025,PE,Google Ads,Em transporte,3.0
PED100724,CLI1169,Eletrônicos,Caixa de Som,110.9,1,2025-01-29,AM,Orgânico,Cancelado,4.0
PED100799,CLI2843,Moda,Bermuda,100.35,2,19-10-2025,PR,Orgânico,Entregue,5.0
PED100863,CLI2668,Beleza,Protetor Solar,80.89,1,12-07-2025,MG,Google Ads,Devolvido,4.0
PED102657,CLI1957,Esporte,Tênis de Corrida,57.99,1,2025-01-07,PR,Google Ads,Entregue,4.0
PED102133,CLI1922,Casa e Decoração,Jogo de Panelas,30.15,1,2025-03-07,BA,,entregue,5.0
PED101010,CLI2475,Esporte,Colchonete Yoga,108.45,1,2025-01-10,GO,Orgânico,Entregue,3.0
PED104221,CLI1996,Beleza,Kit Skincare,66.0,2,18-06-2025,SC,Instagram Ads,Entregue,
PED102064,CLI2608,Livros,Romance Best-seller,28.74,1,2025-04-05,GO,Instagram Ads,Entregue,4.0
PED100206,CLI1701,Moda,Tênis Casual  ,97.36,1,20-01-2025,BA,Google Ads,Entregue,
PED100644,CLI2677,Moda,Camiseta Básica,71.48,1,2025-06-20,SP,Google Ads,Em transporte,4.0
PED103044,CLI2477,Eletrônicos,Caixa de Som,100.96,1,19-04-2025,RS,E-mail Marketing,entregue,5.0
PED104134,CLI1486,Eletrônicos,Carregador USB-C,175.28,1,19-04-2025,BA,Instagram Ads,Entregue,
PED104927,CLI2587,Livros,Livro de Autoajuda,52.41,5,19-03-2025,PA,Orgânico,Entregue,3.0
PED103228,CLI1312,Casa e Decoração,Almofada,43.27,1,23-02-2025,PA,Google Ads,Entregue,4.0
PED104653,CLI2785,Moda,Boné,128.86,1,2025-08-02,CE,Orgânico,Entregue,4.0
PED102754,CLI2271,Livros,Quadrinhos,31.47,1,2025-07-16,CE,Instagram Ads,Entregue,3.0
PED104928,CLI1362,Esporte,Kit Halteres,170.84,1,24-05-2025,SP,E-mail Marketing,Entregue,
PED104017,CLI1308,Esporte,Tênis de Corrida,142.39,2,2025-05-11,PE,Instagram Ads,entregue,4.0
PED102969,CLI1892,Casa e Decoração,Almofada,26.57,1,17-07-2025,PA,Indicação,Devolvido,5.0
PED100943,CLI2656,Eletrônicos,Smartwatch,101.84,1,2025-01-31,PE,Instagram Ads,Entregue,3.0
PED100717,CLI2511,Casa e Decoração,Jogo de Panelas,52.34,1,23-05-2025,PA,Google Ads,Devolvido,5.0
PED102597,CLI1233,Eletrônicos,Mouse Gamer,168.33,2,10-01-2025,SC,Instagram Ads,Em transporte,3.0
PED101273,CLI1693,Esporte,Bicicleta Ergométrica,80.37,1,07/02/2025,DF,Instagram Ads,entregue,5.0
PED104523,CLI2355,Livros,Romance Best-seller,33.96,2,2025-03-17,BA,Instagram Ads,Entregue,1.0
PED100687,CLI1667,Moda,Camiseta Básica,92.55,2,2025-11-27,GO,Instagram Ads,Entregue,5.0
PED104779,CLI1290,Moda,Camiseta Básica,68.88,1,19-04-2025,RS,Orgânico,Entregue,5.0
PED104563,CLI2460,Casa e Decoração,Tapete,66.09,1,2025-07-07,AM,Orgânico,Cancelado,5.0
PED103403,CLI1967,Casa e Decoração,Jogo de Panelas,82.9,1,29-10-2025,CE,Orgânico,entregue,5.0
PED104207,CLI2910,Casa e Decoração,Luminária LED,81.23,1,2025-02-09,PE,E-mail Marketing,Entregue,1.0
PED104582,CLI2650,Moda,Boné,87.37,1,26/09/2025,SC,Instagram Ads,entregue,5.0
PED103234,CLI2688,Beleza,Base Líquida,57.8,1,22-07-2025,BA,Google Ads,entregue,4.0
PED104500,CLI1360,Eletrônicos,Fone Bluetooth,175.27,1,30-06-2025,BA,Instagram Ads,Entregue,5.0
PED103729,CLI1216,Livros,Quadrinhos,15.62,1,06-04-2025,BA,E-mail Marketing,Em transporte,
PED104213,CLI2277,Esporte,Colchonete Yoga,171.51,1,01-09-2025,RJ,Instagram Ads,Entregue,5.0
PED102803,CLI2348,Esporte,Kit Halteres,109.92,2,07-06-2025,MG,Instagram Ads,Entregue,3.0
PED102362,CLI2266,Eletrônicos,Mouse Gamer,124.17,1,22-06-2025,RS,Indicação,Em transporte,4.0
PED101177,CLI2316,Livros,Quadrinhos,55.3,1,05/01/2025,BA,Instagram Ads,Entregue,5.0
PED101837,CLI2322,Beleza,Perfume,59.62,1,02-06-2025,PR,Google Ads,Entregue,4.0
PED102119,CLI2717,Livros,Quadrinhos,52.23,1,05/05/2025,BA,Instagram Ads,Entregue,5.0
PED103771,CLI1147,Beleza,Kit Skincare,79.13,1,13-03-2025,DF,Google Ads,Entregue,5.0
PED100057,CLI2280,Eletrônicos,Fone Bluetooth,124.84,1,29-04-2025,SP,Google Ads,Entregue,5.0
PED104403,CLI1423,Casa e Decoração,Tapete,64.24,1,2025-06-15,DF,E-mail Marketing,Entregue,5.0
PED100195,CLI2277,Beleza,Secador de Cabelo,70.84,3,16-05-2025,RJ,Instagram Ads,Entregue,4.0
PED104058,CLI1727,Eletrônicos,Smartwatch,138.73,1,12-05-2025,AM,E-mail Marketing,Entregue,4.0
PED100729,CLI2694,Beleza,Kit Skincare,53.31,1,22-01-2025,AM,Google Ads,Cancelado,
PED102159,CLI2717,Moda,Bermuda,79.35,1,22-01-2025,SP,Google Ads,Entregue,4.0
PED103862,CLI2332,Eletrônicos,Carregador USB-C,161.8,5,21-09-2025,PA,,Cancelado,5.0
PED104800,CLI2993,Moda,Camiseta Básica,119.91,1,23-01-2025,MG,E-mail Marketing,Entregue,5.0
PED102037,CLI1988,Casa e Decoração,Luminária LED,60.7,1,05-02-2025,DF,Indicação,Entregue,4.0
PED102065,CLI2791,Moda,Tênis Casual,95.67,1,01-02-2025,MG,Indicação,Entregue,5.0
PED101563,CLI1559,Casa e Decoração,Luminária LED,86.33,1,17-08-2025,RS,E-mail Marketing,Entregue,5.0
PED104552,CLI2524,Esporte,Tênis de Corrida,58.99,2,28-02-2025,BA,Google Ads,Entregue,
PED102372,CLI1305,Beleza,Kit Skincare  ,67.16,1,06-01-2025,AM,Instagram Ads,Entregue,5.0
PED101064,CLI1709,Livros,Livro Técnico,50.11,1,09-04-2025,CE,E-mail Marketing,Entregue,5.0
PED102942,CLI2881,Beleza,Base Líquida,58.7,1,2025-04-14,PE,Orgânico,Entregue,
PED104606,CLI2238,Casa e Decoração,Luminária LED,101.91,2,2025-04-04,AM,Google Ads,Cancelado,4.0
PED103836,CLI1975,Eletrônicos,Caixa de Som,194.24,1,2025-07-25,RS,Instagram Ads,Entregue,5.0
PED100503,CLI2951,Eletrônicos,Carregador USB-C,64.04,1,02-01-2025,RJ,E-mail Marketing,entregue,
PED102910,CLI2509,Eletrônicos,Mouse Gamer,163.7,1,19-04-2025,RJ,Instagram Ads,Entregue,
PED103017,CLI1594,Livros,Livro de Autoajuda,69.42,1,08-06-2025,CE,Orgânico,ENTREGUE,5.0
PED101457,CLI2077,Casa e Decoração,Jogo de Panelas,90.02,2,23/12/2025,AM,E-mail Marketing,Devolvido,5.0
PED101854,CLI2816,Casa e Decoração,Luminária LED,53.15,3,2025-01-09,RJ,Instagram Ads,Em transporte,3.0
PED100927,CLI2076,Beleza,Protetor Solar,54.24,1,28/10/2025,BA,Google Ads,Entregue,
PED103455,CLI2169,Esporte,Garrafa Térmica  ,88.64,1,2025-03-03,AM,Google Ads,entregue,4.0
PED103192,CLI2727,Casa e Decoração,Luminária LED,115.79,1,21-04-2025,PR,,Cancelado,5.0
PED104282,CLI1903,Livros,Livro de Autoajuda,46.9,1,2025-04-09,BA,Instagram Ads,Entregue,4.0
PED103985,CLI1496,Beleza,Kit Skincare,68.23,2,29-01-2025,PA,Instagram Ads,Entregue,4.0
PED101751,CLI2629,Eletrônicos,Caixa de Som,143.44,5,04-04-2025,SP,Orgânico,Entregue,5.0
PED100203,CLI2806,Moda,Jaqueta Jeans,118.13,1,05-04-2025,AM,Orgânico,Entregue,2.0
PED101892,CLI1523,Beleza,Base Líquida,76.91,1,11-02-2025,DF,Orgânico,Entregue,1.0
PED102115,CLI2403,Casa e Decoração,Jogo de Panelas,117.46,1,2025-03-17,BA,Orgânico,Entregue,5.0
PED101521,CLI1882,Beleza,Secador de Cabelo,87.68,1,05-02-2025,MG,Orgânico,Devolvido,5.0
PED104919,CLI2116,Casa e Decoração,Almofada,91.58,2,04-05-2025,CE,Google Ads,Entregue,3.0
PED101724,CLI1036,Casa e Decoração,Vaso Decorativo,34.88,5,20-12-2025,RJ,E-mail Marketing,Entregue,5.0
PED104424,CLI1740,Moda,Bermuda,93.04,1,28-03-2025,SP,Orgânico,Entregue,4.0
PED103634,CLI2916,Eletrônicos,Fone Bluetooth,224.78,1,12-03-2025,CE,Indicação,Entregue,4.0
PED102668,CLI1179,Beleza,Secador de Cabelo,61.22,1,2025-07-10,CE,Google Ads,Cancelado,5.0
PED100538,CLI2679,Livros,Quadrinhos,30.64,1,2025-12-27,DF,,Entregue,4.0
PED101525,CLI1112,Livros,Livro Técnico,49.76,3,2025-03-28,RS,Google Ads,Entregue,4.0
PED101842,CLI2174,Eletrônicos,Caixa de Som,104.74,1,02-04-2025,DF,Google Ads,Entregue,4.0
PED102933,CLI2123,Livros,Livro de Autoajuda,55.37,1,06-06-2025,GO,E-mail Marketing,Em transporte,5.0
PED102101,CLI1219,Esporte,Tênis de Corrida,108.28,2,19-04-2025,CE,Instagram Ads,Cancelado,4.0
PED102017,CLI1073,Beleza,Protetor Solar,47.95,1,2025-10-22,GO,,entregue,4.0
PED103751,CLI1816,Casa e Decoração,Jogo de Panelas,67.39,1,14-09-2025,GO,Google Ads,Entregue,3.0
PED102679,CLI1316,Eletrônicos,Fone Bluetooth,194.59,1,2025-03-17,RJ,Orgânico,Entregue,5.0
PED102105,CLI1127,Eletrônicos,Smartwatch,124.84,2,04-01-2025,RS,Orgânico,Entregue,
PED102527,CLI2741,Eletrônicos,Fone Bluetooth,209.56,1,10-02-2025,PE,,Entregue,5.0
PED102045,CLI1205,Livros,Biografia,50.92,3,18-01-2025,MG,Instagram Ads,Entregue,
PED102068,CLI2680,Livros,Biografia,30.11,1,09-02-2025,RS,Orgânico,Entregue,4.0
PED100181,CLI1335,Beleza,Base Líquida,22.31,2,17-01-2025,MG,Instagram Ads,Entregue,5.0
PED103202,CLI2216,Livros,Romance Best-seller,41.79,2,2025-05-26,GO,Instagram Ads,Entregue,5.0
PED102727,CLI2926,Eletrônicos,Smartwatch,132.24,1,16-01-2025,RS,Google Ads,Entregue,5.0
PED100275,CLI2565,Beleza,Base Líquida,13.95,1,29-06-2025,PE,Orgânico,Entregue,5.0
PED101070,CLI2455,Beleza,Base Líquida,42.87,1,2025-03-21,GO,Instagram Ads,Entregue,5.0
PED102849,CLI2043,Casa e Decoração,Vaso Decorativo,110.78,2,07-04-2025,PA,Indicação,Entregue,
PED104322,CLI2640,Livros,Romance Best-seller  ,49.0,1,14/05/2025,RJ,,Entregue,4.0
PED100951,CLI1452,Casa e Decoração,Almofada,74.23,1,2025-07-28,MG,Google Ads,Devolvido,5.0
PED101720,CLI1883,Moda,Camiseta Básica,63.64,2,02-04-2025,AM,,Entregue,4.0
PED101156,CLI2130,Moda,Boné,149.01,1,2025-05-09,GO,Instagram Ads,Entregue,3.0
PED103190,CLI2329,Beleza,Secador de Cabelo,62.3,2,2025-02-13,GO,Google Ads,Entregue,3.0
PED102618,CLI2068,Esporte,Kit Halteres,73.59,2,24-01-2025,PA,Google Ads,Entregue,5.0
PED102753,CLI1128,Beleza,Perfume,70.02,1,2025-01-05,AM,Google Ads,Entregue,4.0
PED101179,CLI1088,Moda,Bermuda,130.16,1,2025-02-25,MG,E-mail Marketing,Entregue,5.0
PED100839,CLI1496,Moda,Boné,104.44,1,17-02-2025,RS,Google Ads,Entregue,3.0
PED102869,CLI1972,Esporte,Bicicleta Ergométrica,62.8,1,11-04-2025,CE,Orgânico,Cancelado,4.0
PED104274,CLI2132,Esporte,Garrafa Térmica,149.38,1,2025-04-04,SC,Google Ads,entregue,5.0
PED102945,CLI1827,Livros,Biografia,19.06,1,03-03-2025,RJ,Orgânico,Devolvido,
PED103767,CLI1163,Eletrônicos,Fone Bluetooth,151.79,1,2025-06-01,SC,Orgânico,Entregue,5.0
PED103740,CLI1607,Moda,Boné,88.01,1,17-09-2025,BA,Indicação,Entregue,4.0
PED104633,CLI2956,Casa e Decoração,Vaso Decorativo,98.27,5,13-03-2025,CE,,Em transporte,
PED104908,CLI1264,Moda,Camiseta Básica,104.84,1,27-02-2025,SP,Indicação,Entregue,4.0
PED102002,CLI2084,Esporte,Garrafa Térmica,162.97,1,2025-02-01,AM,Google Ads,Cancelado,
PED104144,CLI1792,Casa e Decoração,Vaso Decorativo,75.67,1,26-06-2025,PA,Orgânico,Entregue,4.0
PED101232,CLI2033,Beleza,Perfume,59.28,1,30-06-2025,AM,Instagram Ads,Em transporte,
PED102907,CLI1544,Beleza,Secador de Cabelo,49.02,1,24-11-2025,RJ,Orgânico,Entregue,5.0
PED101886,CLI1702,Moda,Bermuda,,1,07-05-2025,SP,E-mail Marketing,Entregue,4.0
